title,price,location,area,bathrooms,bedrooms
3 Bedroom Apartment for Rent in Al Mouj Muscat,900.0,"The Wave (Almouj), Muscat•",200.0,3.0,3.0
BRAND NEW 3 BR TOWNHOUSE IN AL MUNA BOUSHER,700.0,"Bosher, Muscat•",300.0,4.0,3.0
AL KHUWAIR | EXCELLENT 2 BHK FLAT FOR FAMILIES,270.0,"Al Khuwair, Muscat•",105.0,2.0,2.0
FULLY FURNISHED 1 BHK APARTMENT,300.0,"Al Ghubrah, Muscat•",85.0,1.0,1.0
FULLY FURNISHED 2 BR FLAT IN KHUWAIR (AVAILABLE SOON),350.0,"Al Khuwair, Muscat•",105.0,2.0,2.0
MADINAT SULTAN QABOOS | HIGH QUALITY 6+2 BEDROOM LUXURIOUS VILLA,1899.0,"Madinat As Sultan Qaboos, Muscat•",590.0,9.0,7.0
GHALA | 2200 SQM WAREHOUSE FOR RENT IN PRIME LOCATION,3999.0,"Ghala, Muscat•",2200.0,,
QURM | PALATIAL 5+2 BR VILLA IN A PRIVATE COMPUND,2299.0,"Qurum, Muscat•",658.0,8.0,7.0
MADINAT QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL FOR RENT,1599.0,"Madinat As Sultan Qaboos, Muscat•",454.0,7.0,5.0
MADINAT AL ILAM | FULLY FURNISHED 5+1BR COMPOUND VILLA,1400.0,"Madinat As Sultan Qaboos, Muscat•",375.0,8.0,6.0
4 + 1 Maid’s Room Amazing Villa with Private Pool in Muscat Hills,1350.0,"Muscat Hills, Muscat•",689.0,5.0,4.0
1bhk in Bosher free WiFi (B264),200.0,"Bosher, Muscat•",80.0,2.0,1.0
2bhk near Al Mouj free WiFi (B173),250.0,"Al Mawaleh, Muscat•",100.0,3.0,2.0
1bhk in almasfah,100.0,"Misfah, Muscat•",70.0,2.0,1.0
AL MOUJ | AMAZING 3+1BR GHADEER COURTYARD VILLA,1299.0,"The Wave (Almouj), Muscat•",337.0,4.0,4.0
للايجار شقه جديده في موقع متميز في غلا شقه غرفه وصاله,220.0,"Ghala, Muscat•",75.0,2.0,1.0
ورشه ومركز صيانه للايجار في مسفاه بموقع مميز وحيوي work shop for Rent,2000.0,"Misfah, Muscat•",1600.0,,
للإيجار – محلين تجاريين في الموالح الجنوبية 11 مقابل جهاز الضرائب,325.0,"Al Mawaleh, Muscat•",74.0,,
للايجار شقة للعوائل في بوشر 1BHK FOR RENT,190.0,"Bosher, Muscat•",75.0,2.0,1.0
for rent open space offices and companies located in prime area Ghala,800.0,"Ghala, Muscat•",350.0,,
شقه بموقع مميز في الغبرة الشمالية ( للمكاتب فقط) flat for office need,350.0,"Al Ghubrah, Muscat•",120.0,2.0,2.0
AL KHUWAIR | WELL MAINTAINED 2 BR FLAT,280.0,"Al Khuwair, Muscat•",105.0,2.0,2.0
Road Facing Showroom for Rent in Hamriya!,2000.0,"Al Hamriyah, Muscat•",400.0,,
Modern 3+1 Villa for Rent – Qurum Heights,1200.0,"Qurum, Muscat•",200.0,4.0,3.0
Commercial Space for Rent in Al Khuwair – Special Discounted Rate!,1150.0,"Al Khuwair, Muscat•",226.0,,
Road-Facing Commercial Space for Rent – Heart of Al Khuwair,2700.0,"Al Khuwair, Muscat•",130.0,,
GHALA | 2200 SQM WAREHOUSE IN PRIME LOCATION,4000.0,"Ghala, Muscat•",2200.0,,
Brand New 2 Bedroom Apartment in Almouj Muscat,1100.0,"The Wave (Almouj), Muscat•",146.0,3.0,2.0
2 Bedroom Apartment for Rent in Al Mouj,700.0,"The Wave (Almouj), Muscat•",136.0,2.0,2.0
BOUSHER | BRAND-NEW 3 BR VILLAS WITH POOL,850.0,"Bosher, Muscat•",300.0,4.0,3.0
one room in alkuwair free wifi,130.0,"Al Khuwair, Muscat•",30.0,1.0,1.0
GHUBRA  WELL MAINTAINED 2BHK APARTMENT - FREE WIFI,250.0,"Al Ghubrah, Muscat•",100.0,2.0,2.0
ADA056*3BHK apartement for rent in khuwair Jasmine complex,550.0,"Al Khuwair, Muscat•",120.0,4.0,3.0
Murooj Al Zain – Salalah’s Hidden Gem,80.0,"Salalah, Dhofar•",90.0,3.0,2.0
MADINAT AL ILAM | SPACIOUS 5+1 BR COMPOUND VILLA,900.0,"Madinat As Sultan Qaboos, Muscat•",500.0,6.0,5.0
BRAND NEW LUXURIOUS 5+1 BR VILLAS IN MADINAT QABOOS,1700.0,"Madinat As Sultan Qaboos, Muscat•",500.0,7.0,6.0
5+1  BR Spacious Modern Villa in Qurum,1250.0,"Qurum, Muscat•",499.0,7.0,6.0
A Premium Villa in a Gated Community in Madinat Sultan Qaboos,725.0,"Madinat As Sultan Qaboos, Muscat•",360.0,5.0,5.0
"ADC2808* 500 SQM Offices for rent in Ghubra north , 18 november street",2500.0,"Al Ghubrah, Muscat•",500.0,,
3bhk in wadi kabir with free WiFi (B656),220.0,"Al Wadi Al Kabir, Muscat•",105.0,2.0,3.0
*ADV707** 4+1BHK Villa for Rent in Bousher –Al Muna,600.0,"Bosher, Muscat•",310.0,5.0,4.0
"Office for Rent in Business Tower 1 , Muscat Hills",1150.0,"Muscat Hills, Muscat•",161.0,,
للايجار فيلا في بوشر هايتس - المنى,2500.0,"Bosher, Muscat•",1350.0,10.0,9.0
Spacious Branded apartment with direct beach access,1700.0,"The Wave (Almouj), Muscat•",195.0,3.0,2.0
Fully Furnished 1BHK Apartment at St Regis,1350.0,"The Wave (Almouj), Muscat•",143.0,2.0,1.0
villa for Rent,700.0,"Al Mawaleh, Muscat•",450.0,8.0,7.0
Office 464SQM for rent in Azaiba,2552.0,"Azaiba, Muscat•",464.0,,
ADL06**Penthouse 2BHK apartement for rent in The links,675.0,"Muscat Hills, Muscat•",180.0,3.0,2.0
ADL05*2BHK Furnished Penthouse For Rent in Muscat Hills + Private Pool,600.0,"Muscat Hills, Muscat•",120.0,2.0,2.0
MADINAT AL ILAM | EXCELLENT 4+1 BR TOWNHOUSE,650.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,4.0
BEAUTIFUL FULLY FURNISHED 2 BHK APARTMENT,400.0,"Al Ghubrah, Muscat•",105.0,2.0,2.0
AL KHUWAIR | BEAUTIFUL 2 BR APARTMENT,270.0,"Al Khuwair, Muscat•",105.0,3.0,2.0
AMAZING 4 BR COMPOUND TOWNHOUSE (IMMEDIATE MOVE-IN),750.0,"Madinat As Sultan Qaboos, Muscat•",300.0,4.0,4.0
BRAND NEW LUXURY 5+1 BR VILLA IN MADINAT SULTAN QABOOS,1700.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,5.0
MADINAT SULTAN QABOOS | MODERN HIGH QUALITY 6+2 BEDROOM LUXURIOUS VILL,1899.0,"Madinat As Sultan Qaboos, Muscat•",846.0,9.0,7.0
MADINAT QABOOS | 3+2 BR REFURBISHED TRADITIONAL VILLA WITH SPACIOUS BA,699.0,"Madinat As Sultan Qaboos, Muscat•",350.0,5.0,4.0
QURM | LUXURIOUS 6+1 BR VILLA FOR RENT,1399.0,"Qurum, Muscat•",500.0,7.0,7.0
MADINAT AL ILAM | COMPACT 4 BR VILLA IN A GREAT LOCATION,750.0,"Madinat As Sultan Qaboos, Muscat•",300.0,4.0,4.0
Prime Open Land & Yard for Rent in Jifnain,8000.0,"Muscat - Other, Muscat•",10000.0,,
6 BR Stunning Villa in Bousher with Shared Pool,650.0,"Bosher, Muscat•",400.0,7.0,6.0
71 SQM Office Space FOR RENT Bausher facing Mall of Oman MPC28-A,340.0,"Bosher, Muscat•",71.0,,
2BHK Apartment FOR RENT in Al Qurum Park View Bldg. PPA55,425.0,"Qurum, Muscat•",110.0,3.0,2.0
Corner Commercial Shop Spaces for Rent in Bousher MPC16,375.0,"Bosher, Muscat•",75.0,,
For Rent: Spacious Town Houses located close to the Marina,750.0,"The Wave (Almouj), Muscat•",109.0,3.0,2.0
ADC508*** Office Space in Azaiba – 855 sqm for Rent*,4490.0,"Azaiba, Muscat•",855.0,,
ADC501**115 SQM  Office for rent in Al Azaibah south,500.0,"Azaiba, Muscat•",115.0,,
"ADC802** 140 SQM Offices for rent in Ghubra north , 18 november street",700.0,"Al Ghubrah, Muscat•",140.0,,
ADV141** AL SEEB Sour Al Hadeed 3BHK + MAID'S villa for rent,550.0,"Al Seeb, Muscat•",280.0,4.0,3.0
"Luxury 2BHK Townhouse for Rent – Dolphin Village, Bousher – PPV280",900.0,"Bosher, Muscat•",132.0,3.0,2.0
2BHK Apartment FOR RENT in Al Khuwair 33 Bait Ridhwan MPA14,220.0,"Al Khuwair, Muscat•",95.0,2.0,2.0
For Rent: Brand New Shop in Masar Barka Prime Location PPC107,,"Barka, Al Batinah•",29.0,,
Amazing Fully Furnished 1BHK Flat for Rent in Muscat Hills PPA178,550.0,"Muscat Hills, Muscat•",101.0,2.0,1.0
Brand New 33 SQM Commercial Space for Rent in Azaiba PPC104,490.0,"Azaiba, Muscat•",33.0,,
4+1 Bedrooms Villa for Rent in Shatti Al Qurum PPV284,1050.0,"Qurum, Muscat•",396.0,6.0,4.0
Brand New Office for Rent – 105 SQM | Prime Location in Bawshar PPC122,480.0,"Bosher, Muscat•",105.0,,
Brand New Office Space for Rent on Al Maha Street – 84 SQM PPC123,400.0,"Bosher, Muscat•",84.0,,
2BHK Apartment FOR RENT in Qurum PPA62,310.0,"Qurum, Muscat•",120.0,2.0,2.0
Commercial Villa for Rent – Shatti Al Qurum - PPC142,1300.0,"Qurum, Muscat•",396.0,,
"Luxury 3+1BHK Townhouse for Rent – Dolphin Village, Bousher – PPV281",1250.0,"Bosher, Muscat•",162.0,4.0,3.0
للايجار شقه للعوائل في الموالح الجنوبية,180.0,"Al Mawaleh, Muscat•",100.0,2.0,2.0
للايجار مصنع و مخزن موقع متميز ف منطقه الرسيل الصناعيه Factory forRent,1650.0,"Al Rusayl, Muscat•",1000.0,,
1bhk in wadi kabir free WiFi (B5540),130.0,"Al Wadi Al Kabir, Muscat•",70.0,1.0,1.0
RF66 - 2BHK FLAT FOR RENT IN RUWI MBD AREA,250.0,"Ruwi, Muscat•",90.0,3.0,2.0
52 SQM Office Space in Muscat Hills – Good Location,286.0,"Muscat Hills, Muscat•",52.0,,
2-Desk Modern Business Centre Offices in Muscat Hills,219.0,"Muscat Hills, Muscat•",10.0,,
4 BR + 1 Maid’s Room Villa for Rent – Qurum,450.0,"Qurum, Muscat•",459.0,5.0,4.0
2 BR + Maid’s Room Fully Furnished Apartment in Bosher,600.0,"Bosher, Muscat•",159.0,3.0,2.0
3 BR + Maid’s Room Ground Floor Apartment in MSQ with Amenities,850.0,"Madinat As Sultan Qaboos, Muscat•",142.0,3.0,3.0
"2 BR + Maid’s Room Simplex Apartment, Madinat Sultan Qaboos",650.0,"Madinat As Sultan Qaboos, Muscat•",119.0,3.0,2.0
Multiple Retail Spaces Located in Duqm for Rent - 45 - 100 SQM,700.0,"Al Duqum, Al Wusta•",100.0,,
Luxury Apartment for Rent in Al Mouj,1200.0,"The Wave (Almouj), Muscat•",160.0,3.0,2.0
1 BR Apartment Available for Rent in Madinat Al Sultan Qaboos,500.0,"Madinat As Sultan Qaboos, Muscat•",77.0,1.0,1.0
Luxurious 4 storey executive 3+1 BR villa with infinity pool,1200.0,"Qurum, Muscat•",300.0,5.0,4.0
MUSCAT BAY | LUXURIOUS 4+1BR MODERN WATERFRONT VILLA,1750.0,"Qantab, Muscat•",500.0,6.0,5.0
"We have offices available for rent in prime locations in Al Azaiba,",4500.0,"Azaiba, Muscat•",300.0,,
Spacious Standalone 3 & 4 & 5 & 6  BR Villa for Rent in Qurom,1000.0,"Qurum, Muscat•",400.0,6.0,4.0
4 BR + 1 Maid’s Room Villa in Madinat Ilam,850.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,5.0
Luxurious Brand-New 5+1 BR villa available for rent in Madinat Al-Ila,1300.0,"Madinat As Sultan Qaboos, Muscat•",450.0,7.0,6.0
SR-MO-750 Ground floor flat to let in mawaleh south,400.0,"Al Mawaleh, Muscat•",150.0,3.0,2.0
MADINAT SULTAN QABOOS | DUBPLEX 2 BR APARTMENT,700.0,"Madinat As Sultan Qaboos, Muscat•",120.0,4.0,2.0
"""SR-AK-638 *For Rent: Spacious Commercial Villa in Al Mawaileh South!*",900.0,"Al Mawaleh, Muscat•",350.0,,
MQ | BEAUTIFUL 5 COMMUNITY TOWNHOUSE,1400.0,"Madinat As Sultan Qaboos, Muscat•",300.0,6.0,5.0
"""SR-SM-590** Spacious Villa for Rent in Almawaleh South",650.0,"Al Mawaleh, Muscat•",300.0,4.0,4.0
"""SR-IB-697 Shops for Rent in Al Mawaleh South",390.0,"Al Mawaleh, Muscat•",40.0,,
SR-HS-735 Good quality flat to let in alhail north,350.0,"Al Hail, Muscat•",150.0,3.0,2.0
SR--AH-919 Flat For Rent in Hail North/شقة للايجار في الحيل الشمالية,220.0,"Al Hail, Muscat•",120.0,2.0,2.0
"""SR-GF-417 Spacious Villa for Rent in South Mawaleh",650.0,"Al Mawaleh, Muscat•",280.0,4.0,4.0
للايجارفيلا ف مرتفعات بوشر - Villa for Rent 4BHK,400.0,"Bosher, Muscat•",300.0,4.0,4.0
Brand New Modern Villa for Rent in Al Muna gardens,950.0,"Bosher, Muscat•",280.0,5.0,4.0
7 SQM Fully Furnished Office in Qurum – All-Inclusive,249.0,"Qurum, Muscat•",10.0,,
1 BR Stunning Apartment in Al Mouj with Shared Pool,,"The Wave (Almouj), Muscat•",63.0,2.0,1.0
"5 BR + Maid’s Room Brand New Villa – MSQ, Near Pakistani Embassy",1700.0,"Madinat As Sultan Qaboos, Muscat•",467.0,7.0,5.0
2 BR Excellent Furnished Apartment in Ghubra,550.0,"Al Ghubrah, Muscat•",89.0,3.0,2.0
3 BR Compact Villa in Al Khuwair,600.0,"Al Khuwair, Muscat•",189.0,,
350 SQM Great Office Spaces in Azaiba,1837.0,"Azaiba, Muscat•",350.0,,
2 BR Excellent Apartment in Ruwi,280.0,"Ruwi, Muscat•",109.0,3.0,2.0
1 BR Elegant Apartment in Ruwi – with Shared Gym,225.0,"Ruwi, Muscat•",59.0,2.0,1.0
440 SQM Great Office Spaces in Azaiba,2310.0,"Azaiba, Muscat•",440.0,,
3 + 1 Fully Furnished Villa for Rent in Al Khoud with Garden & Pool,700.0,"Al Khoud, Muscat•",259.0,4.0,3.0
1 BR Brand New Outstanding Apartment for Rent – Juman 2,,"The Wave (Almouj), Muscat•",59.0,2.0,1.0
1125 SQM Spacious Warehouse/Land Space in Barka for Rent,3937.5,"Barka, Al Batinah•",1125.0,,
2 BR Ground Floor Brand New Flat in Juman 2 with Garden,,"The Wave (Almouj), Muscat•",109.0,2.0,2.0
2 BR Fully Furnished Apartment Muscat Hills (or 1 Shared Apartment),550.0,"Muscat Hills, Muscat•",80.0,2.0,2.0
1054 SQ M Office Space In Qurum Close To The Beach,7378.0,"Qurum, Muscat•",1054.0,,
140 SQ M Office Space in Prime Location – Bausher,1260.0,"Bosher, Muscat•",140.0,,
Exquisite 4-bedroom duplex with direct beach access,3000.0,"The Wave (Almouj), Muscat•",349.0,6.0,4.0
Stunning 1-Bedroom Apartment with Golf Course View,1350.0,"The Wave (Almouj), Muscat•",140.0,2.0,1.0
1me68 - Comfortable 6BHK Villa for Rent In Azaiba,800.0,"Azaiba, Muscat•",400.0,6.0,6.0
2me3 - Well Located 4BHK Townhouse for Rent in Ghubrah,600.0,"Al Ghubrah, Muscat•",350.0,5.0,4.0
3 Bedroom Duplex Apartment for Rent,850.0,"Madinat As Sultan Qaboos, Muscat•",200.0,4.0,3.0
1 Bedroom Apartment for Rent in Madinat Qaboos,650.0,"Madinat As Sultan Qaboos, Muscat•",85.0,3.0,1.0
3 Bedroom Villa with Stunning Views for Rent,1200.0,"Qurum, Muscat•",250.0,5.0,3.0
3 Bedroom Villa in Qurum for Rent,650.0,"Qurum, Muscat•",350.0,4.0,3.0
4 Bedroom Villa in Madinat Al Illam For Rent,900.0,"Madinat As Sultan Qaboos, Muscat•",400.0,6.0,4.0
2 Bedroom Duplex for Rent in Madinat Qaboos,700.0,"Madinat As Sultan Qaboos, Muscat•",170.0,4.0,2.0
4 Bedroom Villa with Pool for Rent in Muscat Hills,1350.0,"Muscat Hills, Muscat•",423.0,6.0,4.0
3 Bedroom Apartment for Rent in Madinat Qaboos,800.0,"Madinat As Sultan Qaboos, Muscat•",195.0,4.0,3.0
7 Bedroom Villa for Rent in Al Mouj Muscat,3000.0,"The Wave (Almouj), Muscat•",560.0,9.0,7.0
3me67 - Spacious 4+1 BHK Compound Villa for Rent in MQ,1200.0,"Madinat As Sultan Qaboos, Muscat•",400.0,5.0,4.0
3me66 - Luxurious 4+1BHK Villa for Rent in MQ with Private Pool,1550.0,"Madinat As Sultan Qaboos, Muscat•",400.0,5.0,4.0
For Rent: 2 Bedroom Luxury Apartment with Marina Views,800.0,"The Wave (Almouj), Muscat•",167.0,2.0,2.0
2 BR Fully Furnished Apartment with Marina & Sea View – Al Mouj,1200.0,"The Wave (Almouj), Muscat•",109.0,2.0,2.0
2 BR Marina View New Apartment in Al Mouj – Juman 2,1150.0,"The Wave (Almouj), Muscat•",113.0,3.0,2.0
2 BR Great Apartment in MBD,210.0,"Ruwi, Muscat•",109.0,2.0,2.0
3 BR Great Apartment in Al Khuwair,300.0,"Al Khuwair, Muscat•",163.0,3.0,3.0
250 SQM Office Space available near Grand Hyatt Qurum,1600.0,"Qurum, Muscat•",52.0,,
330 SQM Showroom for Rent at Azaiba with Amenities Nearby,2640.0,"Azaiba, Muscat•",330.0,,
400 SQM Office Space for Rent – Qurum,2400.0,"Qurum, Muscat•",400.0,,
77 SQM Brand New Retail Shop at The Gate on November 18th Street,1232.0,"Azaiba, Muscat•",77.0,,
400 SQM Office Space in Bausher (Behind Al Ameen Mosque),1200.0,"Bosher, Muscat•",400.0,,
"8,000 SQM Land in Jifnain – Prime Location with Easy Access",,"Al Rusayl, Muscat•",8000.0,,
400 SQM Road-Facing Showroom for Rent in Ruwi,2500.0,"Ruwi, Muscat•",400.0,,
2 BR Commercial/Residential Apartment in 18th Nov Street,375.0,"Al Ghubrah, Muscat•",109.0,,
300 SQ M Office Space in Ghubrah North,750.0,"Al Ghubrah, Muscat•",300.0,,
1125 SQM Commercial Spaces for Rent – MSQ,7875.0,"Madinat As Sultan Qaboos, Muscat•",1125.0,,
Private Smart Office Spaces With A Great City View In Bawshar,1085.0,"Bosher, Muscat•",155.0,,
750 SQ M Penthouse Office Space in Qurum  with Terrace,3600.0,"Qurum, Muscat•",750.0,,
170 SQ M Office Space in Ruwi – CBD,500.0,"Ruwi, Muscat•",170.0,,
Wadi kabir - Brand New Flats Near Indian School,265.0,"Al Wadi Al Kabir, Muscat•",120.0,2.0,1.0
For Rent: 2 Bedroom Apartment | 2 Bathrooms | 1 Reception | Parking,750.0,"The Wave (Almouj), Muscat•",115.0,2.0,2.0
SHATTI AL QURM | OFFICE SPACES IN A PRESTIGIOUS AREA,1600.0,"Qurum, Muscat•",250.0,,
MADINAT QABOOS | SPACIOUS 6+2 BR FULLY FURNISHED VILLA,1299.0,"Madinat As Sultan Qaboos, Muscat•",365.0,9.0,8.0
600 SQM Showroom for Rent at Azaiba with Amenities Nearby,4800.0,"Azaiba, Muscat•",600.0,,
895 SQM Vibrant Office Spaces in Azaiba,4680.0,"Azaiba, Muscat•",895.0,,
109 SQM Office Space Available in Muscat Hills for RENT!,763.0,"Muscat Hills, Muscat•",109.0,,
193 SQ M Smart Office in Bausher,1544.0,"Bosher, Muscat•",193.0,,
"Fully Furnished 2-Bedroom Apartment with Marina View for Rent , Almouj",1100.0,"The Wave (Almouj), Muscat•",135.0,2.0,2.0
MADINAT AL ILAM | AMAZING 4 BR COMPOUND VILLA FOR RENT,799.0,"Madinat As Sultan Qaboos, Muscat•",325.0,4.0,4.0
5 Bedroom Spacious Villa for Rent in Almouj Muscat,1950.0,"The Wave (Almouj), Muscat•",495.0,8.0,5.0
AL MOUJ | AMAZING 3 BHK APARTMENT FOR RENT,900.0,"The Wave (Almouj), Muscat•",135.0,3.0,3.0
BOSHER AL MUNA | BRAND NEW 3 BHK MODERN TOWNHOUSES FOR RENT,750.0,"Bosher, Muscat•",230.0,4.0,3.0
MUSCAT HILLS | MODERN 4+1 BR COMMUNITY VILLA WITH PRIVATE POOL,1250.0,"Muscat Hills, Muscat•",350.0,6.0,5.0
Amazing 1BHK Penthouse Fully Furnished – With Panoramic View PPA152,325.0,"Bosher, Muscat•",90.0,2.0,1.0
71 SQM Office Space in Muscat Hills,600.0,"Muscat Hills, Muscat•",71.0,,
47 SQM Retail Shops in Rusayl – Prime Location at a Petrol Station,500.0,"Al Rusayl, Muscat•",47.0,,
1 BR Stylish Apartment with Partial Sea View – Al Mouj,600.0,"The Wave (Almouj), Muscat•",63.0,2.0,1.0
2 BR Furnished Apartment in Bausher – with Pool/Gym,500.0,"Bosher, Muscat•",109.0,2.0,2.0
674 SQM Furnished Office Space in Qurum,4400.0,"Qurum, Muscat•",674.0,,
1 BR Fully Furnished Apartment at Ghubra - MGM,500.0,"Al Ghubrah, Muscat•",59.0,2.0,1.0
562 SQM Amazing Warehouse/Land Space in Barka for Rent,1967.0,"Barka, Al Batinah•",562.0,,
2 + 1 BR Lovely Flat in Bousher for Rent,495.0,"Bosher, Muscat•",150.0,2.0,2.0
100 SQM Excellent Location Shop for Rent – Muscat Hills,900.0,"Muscat Hills, Muscat•",100.0,,
2 BR Fully Furnished Flat in Ruwi,300.0,"Ruwi, Muscat•",120.0,2.0,2.0
2bhk in mabila near nesto free WiFi(B586),180.0,"Al Maabilah, Muscat•",95.0,2.0,2.0
BARR AL JISSAH | LUX FURNISHED 4+1 BR VILLA - RESORT LIVING,1599.0,"Barr Al Jissah, Muscat•",545.0,6.0,5.0
MADINAT QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL,1549.0,"Madinat As Sultan Qaboos, Muscat•",555.0,6.0,5.0
2bhk wadi kabir free wifi (655),190.0,"Al Wadi Al Kabir, Muscat•",90.0,2.0,2.0
2BHK wadi kabir behind bank muscat free wifi,180.0,"Al Wadi Al Kabir, Muscat•",94.0,2.0,2.0
AL MOUJ | 2BHK FULL MARINA VIEW WITH SPACIOUS OPEN BALCONY,999.0,"The Wave (Almouj), Muscat•",128.0,2.0,2.0
1bhk in wadi kabir free WiFi (B2710),145.0,"Al Wadi Al Kabir, Muscat•",75.0,2.0,1.0
MADINAT QABOOS | SPACIOUS 4+1 LUXURIOUS COMPOUND VILLA,1299.0,"Madinat As Sultan Qaboos, Muscat•",480.0,6.0,5.0
1bhk in darasit behind ism free wifi (B2327),135.0,"Darsait, Muscat•",65.0,1.0,1.0
1bhk in alkuweair 33 (B4091),140.0,"Al Khuwair, Muscat•",75.0,1.0,1.0
25 sqm shop in almarat (B7883),60.0,"Al Amarat, Muscat•",25.0,,
1bhk in darasit free WiFi (B3222),130.0,"Darsait, Muscat•",70.0,1.0,1.0
1bhk in Al Hamriya (B2498),100.0,"Al Hamriyah, Muscat•",80.0,1.0,1.0
MUSCAT HILLS | FULLY FURNISHED 3BHK IN PEARL,600.0,"Muscat Hills, Muscat•",168.0,3.0,3.0
AL MOUJ | 2+2 BHK MARINA VIEW APARTMENT IN JUMAN,1199.0,"The Wave (Almouj), Muscat•",135.0,4.0,4.0
QURM | PALATIAL 5+2 BR VILLA,2299.0,"Qurum, Muscat•",545.0,8.0,7.0
MUSCAT BAY | LUXURIOUS 4+1BR MODERN WATERFRONT VILLA,1749.0,"Qantab, Muscat•",598.0,6.0,5.0
AL QURUM | BEAUTIFUL 4+1 BR COMPOUND VILLA,799.0,"Qurum, Muscat•",435.0,5.0,5.0
1bhk wadi kabir near Indian school free wifi (B1704),140.0,"Al Wadi Al Kabir, Muscat•",70.0,1.0,1.0
MADINAT AL ILAM | GREAT QUALITY 5+1BR COMPOUND VILLA,1399.0,"Madinat As Sultan Qaboos, Muscat•",749.0,8.0,6.0
AL QURUM | 1400 SQM OPEN COMMERCIAL SPACE,,"Qurum, Muscat•",1400.0,,
QURM  MODERN 3+1 BR VILLA WITH GREAT VIEWS,1100.0,"Qurum, Muscat•",400.0,5.0,4.0
GHALA | 2200 SQM WAREHOUSE FOR RENT,3999.0,"Ghala, Muscat•",2200.0,,
MADINAT SULTAN QABOOS | QUALITY 6+2 BEDROOM LUXURIOUS VILLA,1899.0,"Madinat As Sultan Qaboos, Muscat•",450.0,9.0,7.0
MADINAT AL ILAM | SPACIOUS 5+1 BR COMPOUND VILLA,899.0,"Madinat As Sultan Qaboos, Muscat•",350.0,5.0,6.0
MADINAT AL ILAM | 4+1 BR GROUND FLOOR SPACIOUS MANSION,1349.0,"Madinat As Sultan Qaboos, Muscat•",678.0,6.0,5.0
QURM | LUXURIOUS 6+1 BR COMMUNITY VILLA,1399.0,"Qurum, Muscat•",500.0,7.0,7.0
QURM | MODERN 2BHK APARTMENT IN PARK VIEW,425.0,"Qurum, Muscat•",135.0,2.0,2.0
فيلا راقية للإيجار في مدينة السلطان قابوس  Elegant Villa for Rent,630.0,"Madinat As Sultan Qaboos, Muscat•",350.0,6.0,6.0
2 BR + Maid's Room Nice Apartment – Muscat Bay with Amenities,700.0,"Qantab, Muscat•",109.0,3.0,2.0
2 BR Impressive Brand New Marina View Apartment in Al Mouj – Juman 2,1150.0,"The Wave (Almouj), Muscat•",109.0,3.0,2.0
